tsn_7674_5886427013|three two eight
tsn_2839_6834469132|Dithutlwa tse di kwa lefelong la bosireletso jwa diphologolo di ne di šwegašwega go bona setlhopha se sa batho.
tsn_7674_5825748946|Philip began to feel that he had foolishly overestimated his strength.
tsn_6206_7903001420|nine two six
tsn_3342_2272862611|Tsala ya gago e ntle, Sisanda.
tsn_9061_2660262717|He was smooth-shaven, and his hair and eyes were black.
tsn_3629_7310359653|Such an act was in direct violation of the laws of the land.
tsn_6234_6285886553|Ke digerata di le 19 le maru fale le fale kwa Johannesburg
tsn_9061_1472021418|ninety-six thirty-six ninety-four
tsn_1932_4920735184|Banna ba ne ba galefile thata.
tsn_8333_3185262154|Ke mang yo e leng khutsana?
tsn_4850_0687014273|Ba konoseditse diura tse 480 tsa dithuto.
tsn_0378_0157440127|Lord, but I'm glad to see you again, Phil.
tsn_6116_1038860176|four three four
tsn_7674_5788273297|And when you come back in a few days, bring Eileen.
tsn_3342_9081042351|Ba tlhomile seteišene sa go tlatsa lookwane koo ka 1962.
tsn_3629_0013098726|Now please give a plain statement of what occurred.
tsn_7896_2456790168|Ponelopele ya bosa ya re go tla na pula kwa Kapa-Bophirima.
tsn_0045_6979326761|Mebala e, e ya gakgamatsa.
tsn_4850_1600568486|Ke digerata di le 26 e bile maru a thibile kwa Vanderbijlpark.
tsn_6116_9547694777|He unfolded a long typewritten letter, and handed it to Gregson.
tsn_4850_5209024034|Dino tsa motshameko gare ke 4-7.
tsn_3629_9076823761|Get down and dig in.
tsn_3342_6100324777|Kamoso ke Latshipi, mme jaanong re tlile go lalela ka khabetšhe fela.
tsn_2839_4643990034|Mme, ba ne ba kopa,re batla dinaane.
tsn_8333_3401171915|Newcastle United e tshamikile maleka le Manchester United.
tsn_1932_5051026282|Go gerata e le ka fa tlase ga 1 ya Selešiase kwa Thabazimbi ka phefo e e botlhošwana thapama.
tsn_0045_6024704351|O belegwe ka Tlhakole 29, 1928.
tsn_7896_6477867657|Dithutlwa tse di kwa lefelong la bosireletso jwa diphologolo di ne di šwegašwega go bona setlhopha se sa batho.
tsn_4850_2381841638|Pompo e tshwanetse ya bo e robegile.
tsn_4850_7567311931|Motlhasedi Ovidy Karuru o ragile dikhutlo di le 5.
tsn_1932_6411194988|Marlene ke ene a re bolelelang tlhamane e fa.
tsn_6206_3499085696|His infernal chattering worries me even now as I think of it.
tsn_0378_3764801187|Ko sekgweng sa Mowa go ne gonna Tswene o aneng a nna ka kutlobotlhoko.
tsn_3342_4530000883|E ne e botsa diphologolo tsotlhe dipotso, ka dipopego tsa tsona.
tsn_8512_4640421537|Bana ba ne ba epa mo mošaweng le go tshamekela mo makhubung.
tsn_1932_4286442531|Palesa le kgaitsedie ba ipaakanyeditse go ya sekolong.
tsn_4850_4960685277|Ba le 31 ba ba konoseditseng diura tse 240 tsa katiso ya boranodi.
tsn_6234_4059289202|Mokatisi o emiseditse Lucky Nguzana ka Thato Motaung motshameko o ela bokhutlong.
tsn_0378_0682378942|Gad, your letter came just in time.
tsn_3342_0133447922|Akai ene ele mosetsana yo o botlhale tota.
tsn_6459_3763872452|Ka di 6 Moranang 2009, batšhotšhisi ba ne ba swetsa go phimola ditatofatso.
tsn_8333_7372791376|Ke digerata di le 26 e bile maru a thibile kwa Vanderbijlpark
tsn_0045_4928246721|Nozibele a baakanyetsa ntšwa bolao.
tsn_3342_0955182933|Mango e tlhomilwe ka 2006 jaaka karolwana ya South African Airways.
tsn_1932_7594523845|Goreng re ka swa ntle le dinotshe?
tsn_1932_0423460703|Hoteleng ya Taj Mahal e kwa New Delhi, India.
tsn_1498_3370285830|Dithutlwa tse di kwa lefelong la bosireletso jwa diphologolo di ne di šwegašwega go bona setlhopha se sa batho.
tsn_0045_8234672582|Go digerata di le 44 Selišiase kwa Zwelitsha ka phefo.
tsn_9061_2268498236|You want to go over and see his gang throw dirt.
tsn_0045_4846137902|Mo maikarabelong a ona mo dingwageng tse 5 tse di tlang.
tsn_5628_2788506716|Mme, ba ne ba kopa,re batla dinaane.
tsn_4850_8638654775|Zimkhitha o kae?
tsn_3629_6619484346|We are consumed in our own flesh-pots.
tsn_3342_7871485377|Ka kopo, tswelela go ntlafala gore ke kgabise moriri wa me ka wena.
tsn_3629_0341954507|eighty-five ninety-five ninety
tsn_1483_0451904235|Lord, but I'm glad to see you again, Phil.
tsn_2839_7012196868|Ke mang ramaanokago wa ntlo e?
tsn_0045_9764392281|Ko sekgweng sa Mowa, go ne gonna Tswene o aneng a nna ka kutlobotlhoko.
tsn_5628_5404388135|Ka 4 Phatwe 1991 ka nako e ditsuatsue di bakileng go dutla mo enjeneng.
tsn_3342_1648823924|Goreng a le botala jwa majang?
tsn_7674_5664301984|But it won't continue, she said with easy confidence.
tsn_3342_7213450159|Ke tla go bona kamoso setlhare sa dinamune.
tsn_1483_0328763971|Se ne se tlisitse tlowana e phuthetswe ka kobo e kgolo.
tsn_3342_2939259819|Ao bathong, ga rialo rraagwe.
tsn_1932_4864413222|Mogote wa kwa Strand ke digerata di le 40.
tsn_3342_3419844971|Gompieno, Aforika Borwa o leka go ba tshegetsa.
tsn_1932_5040987652|Swansea City e tshamekile maleka le Kaizer Chiefs.
tsn_3342_9918728855|Johannesburg ke tulo ya kgotlatshekelo ya molaotheo.
tsn_1932_5806946285|Bedfordview ke toropo e e itsholetseng ya kwa Ekurhuleni.
tsn_6116_3876169086|That's why its boundaries are all gouged and jagged.
tsn_8512_8562367955|Mokatisi o emiseditse Lucky Nguzana ka Thato Motaung motshameko o ela bokhutlong.
tsn_4850_4342743070|Dumela, ga dumedisa letlapa fa leribeng la noka.
tsn_1932_5958631700|A ngwana e tla nna mosimane kapa mosetsana?
tsn_5628_5778412586|Dithutlwa tse di kwa lefelong la bosireletso jwa diphologolo di ne di šwegašwega go bona setlhopha se sa batho.
tsn_7674_2072665002|one seven four
tsn_5628_6664750845|Sengwe le sengwe go tloga ka jess.
tsn_4850_0897838657|Wa bobedi ka mo morago ga setswalo.
tsn_4850_5528189273|Maru a ka fitlha letsatsi.
tsn_1483_6783663084|Mo go PSL, Kaizer Chiefs e latlhegetswe go Polokwane City 7-4.
tsn_4850_1279948792|Motshwaradino wa Bafana Bafana Tokelo Rantie, o sireleditse ga 2 mo motshamekong.
tsn_1932_8744756100|Nozibele a baakanyetsa ntšwa bolao.
tsn_1932_0261872539|Dimo o ne a ntse a reeditse, ebile a lebeletse se se diragalang magareng ga Tselane le mmagwe.
tsn_0045_1410046838|Motšhini o o tlhatswang o botlhokwa thata.
tsn_1932_9703827434|Ke ditlhong, ga bua Kamuzu.
tsn_9061_1419122689|Yet, in accordance with Ernest's test of truth, it worked.
tsn_6234_9934951957|Gad, your letter came just in time.
tsn_3342_9653919211|Nozibele a kopa ditsala tsa gagwe.
tsn_3342_2930497355|O ile a ntshwara ka hempe, a nkgogela kwa morago botlhoko, ka letsogo le le lengwe.
tsn_6116_1837836381|Not at this particular case, Tom, apologized Whittemore.
tsn_4850_6856031887|Motlhokomedi o ne a fepa Ndiwa ka lebotlolo.
tsn_3342_2441303948|Gompieno ke tlile go ngwegela kwa lefatsheng.
tsn_8512_1766200316|Bedfordview ke toropo e e itsholetseng ya kwa Ekurhuleni.
tsn_3342_1647642459|Spain e ne ya fenya Netherlands e e fitlheletseng makgaolakgang gararo ka 1-0.
tsn_1498_1897479963|Ke digerata di le 19 le maru fale le fale kwa Johannesburg
tsn_6206_3225151710|Three oilers and a fourth engineer, was his greeting.
tsn_3342_7887118350|Molaola motshameko o abetse Ziyaad Eksteen penale.
tsn_1483_3408420167|Author of the danger trail, Philip Steels, etc.
tsn_1498_7877815943|Ka 4 Phatwe 1991 ka nako e ditsuatsue di bakileng go dutla mo enjeneng.
tsn_6206_8616845479|He looked at the handkerchief more, closely.
tsn_3342_5278998732|Barera *mungo *muno, *Mukhwana.
tsn_0045_2699622607|Dikamano magareng ga Malaysia le Aforika Borwa, tsa ga jaana le tsa hisetori.
tsn_8512_0013362248|Se ne se tlisitse tlowana e phuthetswe ka kobo e kgolo.
tsn_3342_8130240063|Tiisetso Mofokeng o amogetse karata e serolwana go tswa go molaola motshameko.
tsn_0045_0646289724|Ke Mma Mogala le megala ya gagwe ya letheka e 5.
tsn_9365_4907415085|Author of the danger trail, Philip Steels, etc.
tsn_3342_3491932416|Kgakala kwa godimo mo marung, Zimkhitha o ne a ba utlwa.
tsn_1932_3498463598|Tsotlhe di siame jaanong.
tsn_7896_5724004835|God bless 'em, I hope I'll go on seeing them forever.
tsn_6206_8591767997|seventy-five one one
tsn_7674_5503375938|Suddenly Jeanne stopped for an instant.
tsn_3342_5357081756|E ne e le metsotso e le someamararo morago ga ura ya borobonngwe.
tsn_0045_5146303583|Marlene ke ene a re bolelelang tlhamane e fa.
tsn_4850_8103561323|Sefofane seo se neng se ya Luanda se thuntshitswe.
tsn_4850_8444986634|Roy Bhoola, yo a lekileng go mo tlosa mo kantorong, o ne a tlhophiwa.
tsn_1932_1253811504|Anthony Laffor o bone karata e serolwana go tswa go molaolamotshameko.
tsn_6206_4570618511|Much, replied Jeanne, as tersely.
tsn_4850_0925366526|Mo llikikgolong ya Maesimane, West Bromwich Albion e fentse Everton ka dintlha tse 9 go 5.
tsn_0045_0280875088|Erile fa ntšwa e fetsa go tsamaya, Nozibele a ntsha meriri e meraro mo tlhogong ya gagwe.
tsn_3342_3015942663|Tsaya R21 go ya kwa Kempton Park dikilomitara di le 43.
tsn_6206_0403030740|At sea, Monday, March 16, 1908.
tsn_0045_7453720322|Fa Gosego a anegela rragwe kgang e, Malepa a ipona phoso.
tsn_4850_0103567077|Bana ba ne ba epa mo mošaweng le go tshamekela mo makhubung.
tsn_3342_1428269310|Motshwaradino wa Bafana Bafana Rivaldo Coetzee o sireleditse ga 6 mo motshamekong.
tsn_1932_0427767209|Ka letsatsi lengwe ntšwa ya re, Nozibele gompieno ke tshwanetse go etela ditsala tsa me.
tsn_6206_2492424980|six six seven
tsn_7866_0039888972|Gad, your letter came just in time.
tsn_6234_2856781459|Lord, but I'm glad to see you again, Phil.
tsn_4850_9892909383|E saenilwe ka 3 Seetebosigo, 1991 kwa Nigeria.
tsn_0045_5334950010|Ke khonferense ya dikamano tsa boditšhababa.
tsn_4850_2559035435|Ba eletsa gore ka letsatsi lengwe diphologolo tse, di ka itlhokomela.
tsn_0441_7993021117|Go digerata di le 23 kwa Rustenburg ka mouwane o montsi.
tsn_1932_7557036656|Sedimonthole ka gale, go a fisa.
tsn_4850_8678298589|Mokatisi o emiseditse Mpho Thulo ka Phumlani Ntshangase, mo tshimologong ya motshameko.
tsn_2839_1560556528|Se ne se tlisitse tlowana e phuthetswe ka kobo e kgolo.
tsn_7896_2190198785|Go digerata di le 23 kwa Rustenburg ka mouwane o montsi.
tsn_1932_1972666040|Jaanong bobedi jwa rona re tswaletswe mo kamoreng e e lefifi.
tsn_6206_0646102048|Also, she has forbidden them smoking their pipes in the after-room.
tsn_6206_5292693091|Of course, that is uninteresting, she continued.
tsn_0045_9186993935|O ne a simolola go dula kwa mebileng.
tsn_0378_0415663534|Dithutlwa tse di kwa lefelong la bosireletso jwa diphologolo di ne di šwegašwega go bona setlhopha se sa batho.
tsn_3629_9149174830|Hardly were our plans made public before we were met by powerful opposition.
tsn_3342_6059751099|A go na le tsela nngwe ya go ya koo?
tsn_1932_3313091663|Ke setse ke tsofetse gore nka go tlhokomela, ga rialo monnamogolo.
tsn_7674_2743590453|fourteen seventy-nine seventy-five
tsn_4850_3659055615|Ka letsatsi lengwe, dimo one a tlelwa ke kakanyo.
tsn_7896_5444616368|Khaseteteng ya Sepotokisi kgotsa tart ya mae ya Sechina.
tsn_1932_7942585945|Ke digerata di le 43 ka matlakadibe kwa Skukuza.
tsn_4506_4563559855|Ka di 6 Moranang 2009, batšhotšhisi ba ne ba swetsa go phimola ditatofatso.
tsn_6116_4464082552|sixty-two ninety-four ninety-six
tsn_6459_6244473687|Ke digerata di le 19 le maru fale le fale kwa Johannesburg
tsn_4850_4470098834|Y e akaretsa khutlotharo e ntsho, e matsogo a aroganang go tswa mo go yona
tsn_9061_2607400258|But she swung obediently on her heel into the wind.
tsn_7674_5867648608|That's where they cut off the Scottish Chiefs and killed all hands.
tsn_0045_9972581508|Ngwaga le ngwaga mo bekeng ya bobedi ya Phatwe.
tsn_4850_9647116648|Ba ditirelo tsa bosa ba tsibositse malebana le merwalela.
tsn_4850_1990595341|A goeletsa, O ntšhebile eng mosimane?
tsn_0045_7358712438|E latlhegetswe kwa dipenaleng ka dino di le 3 go tse 10.
tsn_0045_1122719713|Monna wa gagwe o ne a tshitsinya, Mogatsaka, ke nagana gore o tshwanetse go senka dinaane.
tsn_8532_4591842002|Go digerata di le 23 kwa Rustenburg ka mouwane o montsi.
tsn_1932_2380137316|Ka dino di le 2 go 12 ka thago ya dipenale.
tsn_4850_3141111647|Parktown e tlhomilwe lwa ntlha ke Randlords ka bo 1980.
tsn_8333_6423058688|Ka di 6 Moranang 2009, batšhotšhisi ba ne ba swetsa go phimola ditatofatso.
tsn_1932_6326933880|Re tshwanetse go tsamaya re ye go mmatla.
tsn_6206_8967031656|He'll knock you off a few sticks in no time.
tsn_1932_7222670102|Mo go PSL, Polokwane City e fentse Golden Arrows ka 9-5.
tsn_6116_5825596907|ninety-six thirty-six ninety-four
tsn_1498_0259572825|Ke mang yo e leng khutsana?
tsn_9061_6458956523|The last refugee had passed.
tsn_1932_3715897529|A boela mo tirong ya gagwe jaaka mmueledi kwa Durbanville.
tsn_7674_7254396551|For the rest, he was a mere automaton.
tsn_1932_1733578362|Thokozani, ga araba Sisanda.
tsn_0045_1875972487|Robben Island ke setlhaketlhake kwa Table Bay.
tsn_1932_5481482955|Bongani Zungu o fetiseditse kgwele go Tieho Mofokeng.
tsn_8333_5867727410|Bana ba ne ba epa mo mošaweng le go tshamekela mo makhubung.
tsn_7866_0359287959|Ponelopele ya bosa ya re go tla na pula kwa Kapa-Bophirima.
tsn_4850_3858793182|Newcastle United le Ajax Cape Town di thulana ka Mosopulogo mo bosigong kwa Griguas Park.
tsn_4850_0354963431|A di tlhwatlhwatlase tsa selegae di rulagantswe?
tsn_3342_8575691052|Sengwe le sengwe go tloga ka jazz.
tsn_9061_6349255316|I suppose you wonder why she is coming up here.
tsn_7674_3977863708|Who the devil gave it to you to be judge and jury.
tsn_1932_2071005558|Fa sedidi se fela ke lebelela dintlha tsotlhe.
tsn_4850_5264297420|Ba tshamekile maleka ka dino tse 7 setlhopha.
tsn_3629_4806805845|The Claudine was leaving next morning for Honolulu.
tsn_6206_8313831193|I lost my balance and pitched head foremost into the ooze.
tsn_3342_4462470489|Mosireletsi Kingston Nkhatha o korile dino di le 5.
tsn_7674_2969885162|The creative joy, I murmured.
tsn_6116_7329150662|The promoter's eyes were heavy, with little puffy bags under them.
tsn_0045_7049836034|Dikgomo di jele diaparo tsa rona.
tsn_1932_9750366025|Ka di 6 Moranang 2009, batšhotšhisi ba ne ba swetsa go phimola ditatofatso.
tsn_3629_9949127679|forty-two seventy-eight forty-seven
tsn_9061_5989203691|Instead, he joined her; and they ate like two hungry children.
tsn_0045_7045819116|FC Barcelona e latlhegetswe kgatlhanong le West Bromwich Albion.
tsn_6234_3551549633|Newcastle United e tshamikile maleka le Manchester United.
tsn_6206_1109200224|He had comparatively no advantages at first.
tsn_0045_1844934499|Free State Stars e tshamekile maleka le Bournemouth.
tsn_3342_0948761487|Re mo utlwisitse botlhoko.
tsn_7674_9247118674|A strange fire burned in his eyes when Thorpe turned.
tsn_3342_0109124049|Re ya go bolelela diphologolo tse dingwe gore go diragala eng.
tsn_0045_0033467051|Ka letsatsi lengwe, mosadi o ne a tsaya tshwetso ya go kopa baagisanyi thuso.
tsn_7674_7257478463|Enjoy it he did, but principally for Steward's sake.
tsn_4850_9092243720|A pharakano e oketsegile mo tseleng?
tsn_3342_3183751442|Fa e sale rugby ya Aforika Borwa e amogelwa gape ka 1992.
tsn_0045_7626403817|Diranta di le 2000 mme ba tla boela tirong ka 20 Lwetse.
tsn_0045_2791389987|Ka letsatsi lengwe ntšwa ya re, Nozibele gompieno ke tshwanetse go etela ditsala tsa me.
tsn_8532_0621227948|Dithutlwa tse di kwa lefelong la bosireletso jwa diphologolo di ne di šwegašwega go bona setlhopha se sa batho.
tsn_6206_1372987358|Like a flash he launched himself into the feathered mass of the owl.
tsn_6206_2908020127|eleven eighty zero
tsn_9061_2005934163|Peace be unto you and grace before the Lord.
tsn_4850_6540071208|Gammogo le mmangwane Puleng le monna wa gagwe, dintšwa tse tharo, katse le podi ya motsofe.
tsn_8532_1685143558|Lord, but I'm glad to see you again, Phil.
tsn_0045_8601229863|Le maikutlo a kutlobotlhoko, a bana ba dingwaga tse 7 ba ka a tlhaloganyang.
tsn_1932_9595194022|Nozibele a apeela ntšwa dijo.
tsn_4850_5634467563|Patlisiso e e dirilweng, e lemosa fa kotsi e bakilwe thata ke phoso ka mofofisi.
tsn_9061_7968282646|sixty-six fifty-four seventy-seven
tsn_7674_4559745104|thirty-five twenty-five twenty-nine
tsn_9061_3530468441|And right there I saw and knew it all.
tsn_3629_4211710698|Violent life and athletic sports had never appealed to me.
tsn_4506_0689815961|Khaseteteng ya Sepotokisi kgotsa tart ya mae ya Sechina.
tsn_1932_0489451189|Erile fa ntšwa e fetsa go tsamaya, Nozibele a ntsha meriri e meraro mo tlhogong ya gagwe.
tsn_8512_2695978992|He turned sharply, and faced Gregson across the table.
tsn_1932_6076607635|Ka Latshipi lengwe le lengwe, balelapa ba ne ba ya kwa lewatleng le legolo.
tsn_1932_8983003212|Ke moitseanape wa dipalo wa kwa MIT, rasaense wa dikhomphiuta le morutisi.
tsn_6116_9633510226|It was simple, in its way, and no virtue of his.
tsn_6116_1540933746|There was nothing on the rock.
tsn_0378_7984306540|Author of the danger trail, Philip Steels, etc.
tsn_0441_4257965691|Lord, but I'm glad to see you again, Phil.
tsn_1932_9882103251|Ka 4 Phatwe 1991, ka nako e ditsuatsue di bakileng go dutla mo enjeneng.
tsn_6206_5960319737|Soaked in seawater they offset the heat rays.
tsn_6206_9208971900|two zero eight
tsn_8512_4789759722|Sengwe le sengwe go tloga ka jess.
tsn_9365_0308609066|Di tart tsa mašwi di na le matlhare a a sitsweng.
tsn_4850_5779021556|Ka dinako tsotlhe Tomase o ne a tshepisa mosimane gore botshelo bo tla tokafala kwa tulong e ntšhwa.
tsn_1932_6904157542|Sego se lo mphileng sone.
tsn_1932_9602565588|Ke digerata di le 18 ka loapi le le apogileng kwa Lephalale.
tsn_0045_1364438446|Everton e tshamekile maleka le Club Atlético de Madrid.
tsn_3342_3080829567|Setlamo se tshegeditse kgaisano ya lliga ya kgwele ya dinao ya ditshimega tsa CAF.
tsn_2839_0600581777|Bana ba ne ba epa mo mošaweng le go tshamekela mo makhubung.
tsn_4850_9150153645|Tshwene e ne ya tlogela baesekele mo tlase ga setlhare.
tsn_6116_0232260783|His face was streaming with blood.
tsn_4850_4054106824|Ka Laboraro, o re anegela ka mefuta e e farologaneng ya dipalangwa.
tsn_0441_8147669867|Ko sekgweng sa Mowa go ne gonna Tswene o aneng a nna ka kutlobotlhoko.
tsn_3342_6894294708|Dithutlwa tse di kwa lefelong la bosireletso jwa diphologolo, di ne di šwegašwega go bona setlhopha se sa batho.
tsn_0045_0880639398|Ka letsatsi le le latelang mmagwe Tselane o ne a tlisetsa Tselane dijo.
tsn_3342_5239666725|Tiro ya gagwe e akaretsa Burundi, rephaboliki ya temokerasi ya Congo le Ivory Coast.
tsn_0441_0210105152|Ka di 6 Moranang 2009, batšhotšhisi ba ne ba swetsa go phimola ditatofatso.
tsn_1932_0803313748|Dillon Sheppard o amogetse karata e serolwana go tswa go molaolamotshameko.
tsn_6206_3884622406|And I hope you've got plenty of chain out, Captain Young.
tsn_0045_0579259270|Fa go le phefo, ditlhare di hema ka boitumelo.
tsn_8914_4117810598|God bless 'em, I hope I'll go on seeing them forever.
tsn_3629_5927017508|He leapt again, and the club caught him once more.
tsn_0045_1558034409|Bontsi jwa diromelwantle bo akaretsa mmopo, ditaemane, maungo, gauta, diminerale le sukiri.
tsn_1932_1550960746|Mogote wa Cato Ridge o ka fa tlase ga gerata e le 1 ya Selešiase.
tsn_1932_9353469307|Go ka tsweletsa kgolo ya ikonomi, tlhabololo le temokerasi.
tsn_9365_4242548010|Gad, your letter came just in time.
tsn_9365_3612930629|Fa e sale rugby ya Aforika Borwa e amogelwa gape ka 1992.
tsn_0045_9314743603|Lentswe la me, ga sebaseba Kamuzu.
tsn_1932_7988063903|Thakur-Rajbansi o ne a amogelwa jaaka moeteledipele.
tsn_3629_9354254319|He was determined now to maintain a more certain hold upon himself.
tsn_7674_6129741147|She was his now, forever.
tsn_7674_3818723471|five eight one
tsn_4506_2559200959|Lord, but I'm glad to see you again, Phil.
tsn_0045_4680947996|Ke ile ka tlhaloganya gore monna yo motelele yo o maswe, e ne e le moeteledipele wa setlhopha.
tsn_7674_8425019235|Nope, not the slightest idea.
tsn_8914_1900519312|He turned sharply, and faced Gregson across the table.
tsn_0045_2334141710|Gammogo le mmangwane Puleng le monna wa gagwe, dintšwa tse tharo, katse le podi ya motsofe.
tsn_5628_8725610296|Khaseteteng ya Sepotokisi kgotsa tart ya mae ya Sechina.
tsn_1932_7604733838|Palo ya mafelo a baipei e balelwa kwa godimo ga 20 000.
tsn_7674_7767769461|Give them their choice between a fine or an official whipping.
tsn_0378_5226075570|Bedfordview ke toropo e e itsholetseng ya kwa Ekurhuleni.
tsn_8333_6904078520|Ponelopele ya bosa ya re go tla na pula kwa Kapa-Bophirima.
tsn_6206_4281789852|six three seven
tsn_2839_3010013132|Fa e sale rugby ya Aforika Borwa e amogelwa gape ka 1992.
tsn_0441_3811706497|Bedfordview ke toropo e e itsholetseng ya kwa Ekurhuleni.
tsn_6206_7385007843|But they make the mistake of ignoring their own duality.
tsn_3342_2548937143|Ba itumetse mo e leng gore ba dirile moletlo go amogela morwadi gae.
tsn_0045_3285045660|Papetla e e fa gare ya gauta e bontsha Wallaby le Springbok.
tsn_0045_5375941978|Bana ba bangwe ba ne ba leba thutlwa e telele ka kgakgamalo.
tsn_1498_9225929415|Se ne se tlisitse tlowana e phuthetswe ka kobo e kgolo.
tsn_9061_3450534833|Close beside him gleamed the white fangs of the wolf-dog.
tsn_1932_2482635895|Mosadi wa motsumi one a tla, a bona go tshamikiwa ka tshwenyana.
tsn_7674_1034895509|It's the strap hangers that'll keep us from going under.
tsn_6116_4161999203|His beady black eyes saw bargains where other men saw bankruptcy.
tsn_3629_5095030517|But I am at the end of my resources.
tsn_1932_8634491993|Morutabana Akinyi o re rutile mebala e e farologaneng: Khibidu, botala jwa legodimo, tala tlae le bontsho.
tsn_3629_5828406015|Jack London, Waikiki Beach, Honolulu, Oahu.
tsn_0045_8313859943|Black Aces e fentse Chelsea mo dinong tsa mo moloreng ka dino di le 4 go tse 3.
tsn_4850_4136946771|Mokgweetsi ena a kgweetsa ka lebelo la embulense.
tsn_6206_4877683864|For the twentieth time that evening the two men shook hands.
tsn_5628_6027101373|And you always want to see it in the superlative degree.
tsn_3629_0576371530|Illuminating oil was becoming all profit.
tsn_1483_0750325653|Not at this particular case, Tom, apologized Whittemore.
tsn_2839_3810215756|Mokatisi o emiseditse Lucky Nguzana ka Thato Motaung motshameko o ela bokhutlong.
tsn_6234_8995406241|Ke digerata di le 26 e bile maru a thibile kwa Vanderbijlpark
tsn_6206_2803446413|It was a temptation, but he resisted it.
tsn_3629_6917310871|They were three hundred yards apart.
tsn_6116_0240196330|In spite of their absurdity the words affected Philip curiously.
tsn_3342_2100752997|Mme, ba ne ba kopa,re batla dinaane.
tsn_6116_7604401240|She had been thoroughly and efficiently mauled.
tsn_0045_8282764981|Jacob Gedleyihlekisa Zuma o belegwe ka 12 Moranang 1942.
tsn_3342_7355519637|Mme go iniwe tege e e gadikilweng mo sirapong e e tsididi ya sukiri.
tsn_4850_0436452077|Motshwaradino wa Bafana Bafana Dean Furman, o sireleditse dino di le 5 mo motshamekong.
tsn_7674_7658764926|It happened to him at the Gallina Society in Oakland one afternoon.
tsn_3629_4463139454|ninety-four thirty-four thirty-two
tsn_0045_8129614257|Ke na le ditsheto tse dintsi tsa diphologolo, tsa dinonyane le tsa batho.
tsn_0441_5091693544|Ke mang yo e neng e le motsamaisi wa Porofense ya Kwazulu-Natal?
