xho_9446_6741540534|UNhlanhla Vilakazi wafumana ikhadi elibomvu kusompempe.
xho_6975_3254744512|Yathi ngcu kwisebe lomthi ithatha isiqabu.
xho_6975_0172337965|Ubhuti kaWangari waabacenga abazali ukuba bavumele uWangari aye esikolweni.
xho_0050_3092656058|Umqeqeshi wafaka uMpho Thulo endaweni kaPhumlani Ntshangase umdlalo usanda kuqala.
xho_9446_3261465467|KwiLigi yeBhola yooMpondozihlanjiwe yamaNgesi, iLeicester City yabethwa yiNorwich City ngamanqaku asi-8 kwama-3.
xho_7590_2628670716|eight five one
xho_0050_8084400193|Xa begula kwakungekho mntu wokubanceda.
xho_5680_2597257746|Kakade nje, kwakungekho dyakalashe.
xho_9446_1776917521|UTebogo Monyai wakhabela ibhola phambili.
xho_0050_3304587768|Hayi ayifani tu!
xho_1547_6016644396|UMfene noNkawu bancuma ngolonwabo.
xho_5378_7197254366|Thatha u-R21 ukuya e-Kempton Park umgama weekhilomitha ezi-43.
xho_3616_2311370839|He bore no grudges and had few enemies.
xho_6975_3338914780|EAlice amaqondo obushushu angaphantsi kwedigrizi eyi-1 kukho nenkungu.
xho_4291_4164519359|four zero two
xho_5680_6425209061|Ukufa kukaSizwe yilahleko enkulu, watsho umfazi womfama wobisi emva komngcwabo.
xho_6975_9598766525|UMakhulu waphakamisa amehlo kumthungo wakhe waza uMama wakroba ekoneni.
xho_3616_4169021960|thirty-four zero one
xho_6975_7614469120|Emva koko yamkrwempa yamluma, wade wanyanzeleka ukuba ayiyeke.
xho_6975_1641348387|Uyaphi uhamba wedwa nje?
xho_5680_7803549337|Namhlanje lusuku lwemarike, utshilo.
xho_5378_8469515271|Amaqondo obushushu aziidigrizi ezi-17 eImpendle kuyakubakho nomoya kusasa.
xho_0050_7598305031|Kakade nje, kwakungekho dyakalashe.
xho_7599_7126427995|We have plenty of capital ourselves, and yet we want more.
xho_5378_2306694223|Sabasa umlilo omkhulu, sagibisela ilitye elinqgukuva elingudileyo emlilweni.
xho_1547_3078346575|SIYAYIBONA IPENTI YAKHO, KWAYE INOMGQOBHO!
xho_0120_3070618818|What was the object of your little sensation.
xho_5378_0372876797|Ekugqibeleni umqhubi weteksi wemisa erenkini.
xho_1547_0751765117|Bathi xa befika emlanjeni batshintsha izikhundla uMvundla wabeleka emqolo kuFudo.
xho_6975_6968059293|Idyasi yakhe enzima yamtsalela ezantsi warhaxwa.
xho_6975_8855328223|Tyhini khangela izityalo.
xho_5378_3052080754|Ayikho kwimeko entle kakhulu.
xho_0050_0008865237|Ekupheleni kwedlelo kwakukho amawa namatyholo.
xho_7590_6581109024|It was his intention to return to Eileen and her father.
xho_5680_0219895640|Ndifuna umhlobo endinokuqubha naye andichithise isithukuthezi.
xho_4291_3134188423|seventy-five five fifty
xho_0120_1296111886|nine two six
xho_7590_1061659854|Gregson was asleep when he re-entered the cabin.
xho_5680_1059341762|Umdlali odlala ephikweni uKhumbulani Banda wadlulisa iibhola eziyi-4.
xho_0050_0744739091|Ingaba iphi ikayiti yam ngoku?
xho_6975_6586413398|Nantso iglasi yokusela efestileni.
xho_4291_9865823846|Mab, she said.
xho_5378_5102096536|EBrandfort amaqondo aziidigrizi ezi-52 kubekho nobumanzi.
xho_4291_3715244858|seven fifty-seven fifty-six
xho_5680_4727141649|Kodwa amantshontshwana akhe ayengamhoyanga.
xho_5680_6178816485|Ziidigrizi selsiyasi eziyi-20 eBonza Bay kubekho neemvulana ezihamba neendudumo kwiindawo ezithile.
xho_0050_1393984373|Yakhomba kumzi otyheli onophahla olubhlowu.
xho_7599_2721217484|He saw Jeanne falter for a moment.
xho_0050_4815105645|Wenza nentsimbi yomqala entle, esenzela uNonkungu.
xho_7590_7601507923|Providence had delivered him through the maelstrom.
xho_6975_2182807584|Kutheni iqela lineenkokeli ezine?
xho_5680_7544963088|Andikuncedanga na ndakukhupha emngxunyeni onzulu njengoko ubundicelile?
xho_5680_1238046634|Zigqithile iiveki ezimbini kungekho nethontsi lemvula.
xho_3616_3901983214|Call me that again, he murmured ecstatically.
xho_5378_0210175914|Kwiimitha ezi-400, kwisangqa zezihamba-ndleleni, thatha indlela ephumayo yesithathu.
xho_9446_9459450828|U-Froome wayekhwele njengelungu leqela le-Bradley Wiggins.
xho_1547_1126885191|Amaqondo ayi-34 nemvula elula ePort Elizabeth
xho_0050_3070618653|Chapha chapha chapha!
xho_5378_3863032582|Wabe sele etsala irherheba le-R50 elivele phakathi kweentupha zikaMnumzana Mvundla.
xho_4291_2383786783|Men who endure it, call it living death.
xho_1547_0203883238|IMaritzburg United ibethe iSwansea City ngamanqaku ayi-9 kwayi-7 xa kugqityezelwa umdlalo ngeepenalthi.
xho_5680_5368272845|Ngoku hamba uyokutshintsha, utshilo.
xho_5680_8962156307|KwiLigi yeeNtshatsheli iUEFA, iWest Bromwich Albion yabethwa yiSwansea City ngamanqaku ayi-10 kwayi-6.
xho_3616_3024990326|Men of Selden's stamp don't stop at women and children.
xho_1547_3596441123|Andiqondi ukuba wayezama ukudlisela kwabanye, yaphendula iNgwamza.
xho_3616_2489653706|Mercedes screamed, cried, laughed, and manifested the chaotic abandonment of hysteria.
xho_6975_0468578419|EAberdeen amaqondo aziidigrizi ezi-19.
xho_4291_6480918085|Illuminating oil was becoming all profit.
xho_7590_2572166079|But it contributed to the smash.
xho_0120_8617720900|five three nine
xho_6975_0131721908|ISouthampton yabethwa yiCrystal Palace kwiipenalthi ngamanqaku ayi-8 kwayi-6.
xho_6975_6995577334|Nazi, watsho umkhandi weemoto.
xho_5680_4908375430|Yayingubani umyili wesakhiwo sendlu?
xho_7590_4472435179|He is too keenly intelligent, too sharply sensitive, successfully to endure.
xho_5378_4724098002|Imbulu yanxiba umbhinqo nentsimbi yomqala.
xho_0120_6678350377|Now these things had been struck dead within him.
xho_0120_7024818630|He had been foiled in his attempt to escape.
xho_7599_4205065133|A maddening joy pounded in his brain.
xho_4291_2969979272|A shadow was creeping over Pierre's eyes.
xho_6975_5470361279|UTota wacebisa, Jonga ngocoselelo!
xho_7599_6854281312|zero zero zero
xho_5680_8441977478|Wonke nje umntu uyagramza, konwatyelwe ukutya okumnandi, usebeze watsho kalusizi.
xho_4291_7860842376|Oppressive as the heat had been, it was now even more oppressive.
xho_9446_9416409995|Ixabiso lakho, nyana wam, linga ngeedola ezingamashumi amathathu ngeveki.
xho_5378_9639982647|Kuqhubeka ntoni na apha?
xho_1547_5426963554|Ndiyasifuna esasonka samanzi, wacinga watsho udyakalashe.
xho_6975_8715239678|Ipomakazi lakhe lesanti laligcwele zintsholongwane, ezinye zazimhlasela.
xho_4291_9950064697|Perrault found one with head buried in the grub box.
xho_4280_3102309215|Olu luvo luqwalaselwe kwaye lubalulekile malunga nendawo apho i-AIDS igquba khona.
xho_1547_1590316974|Wonke ubani wayesaxakekile ehlafuna, egramza, enkrwamza, esitya ingca.
xho_5378_3200521293|Wayeneentsuku ezintlanu ubudala.
xho_4280_0016885778|Iqela lezopolitiko umbutho wedemokhrasi odityanelweyo, ngumbutho wombindi wasekhohlo kunye nowedemokrasi yezentlalo waseMzantsi Afrika.
xho_0050_4443471760|Mahle ngenene, watsho uSizwe, kwaye ndinethamsanqa ukuba namakhaphetshu amaninzi kangaka.
xho_4280_7851756862|Uyipheka njani inyama yenkomo?
xho_5680_9936101070|Watsho ehamba esiya ethafeni, ephethe isilingi sakhe namatyana amancinane.
xho_5680_7407495936|Masiyiqwangqulule, kukhale uPumla.
xho_1547_1944374498|Wonke umntu wahlunguzela intloko.
xho_0120_8177195753|It was not a large lake, and almost round.
xho_5378_8379120676|UBrandon Peterson wafumana ikhadi elityheli kusompempe.
xho_5680_5639876769|Isigebenga sajoja ivumba elimnandi lotywala besithethe, savula ucango ngokukhawuleza.
xho_7599_3981713667|one ninety-three zero
xho_6975_7902947191|IJomo Cosmos neLiverpool zadlala zombini ngobusuku bangolwesiNe kwibala lezemidlalo iThemba Senamela.
xho_0050_1349586173|EKaapmuinden amaqondo aziidigrizi eziyi-2.
xho_0120_3755337232|zero ninety-six zero
xho_5378_8977547345|Uthe usana lwam malugoduke ngeenyawo?
xho_6975_9030388059|Xa umxelela ukuba makahlale phantsi, uyatsibatsiba.
xho_5680_1349466043|Unozinti weBafana Bafana uRivaldo Coetzee wathintela amanqaku ayi-11 kulo mdlalo.
xho_1547_8169619817|Umdlali wasesiswini uIsaac Nhlapo waphosa ibhola ngaphakathi.
xho_5378_3170765961|Unentliziyo elungileyo kwaye unobubele, latsho ixhego ephupheni.
xho_5680_7875265525|UItumeleng Nkwana wafumana ikhadi elibomvu kusompempe.
xho_0050_4763643321|Kodwa kwakungekho kutya kufutshane nemigqomo yenkunkuma.
xho_6975_4073419271|Ngubani oya kuphumelela engoyiswanga?
xho_6975_6391371994|Gqithisa, gqithisa Portia, Modise!
xho_6975_9473214164|Imithi, ingca neentyatyambo zimibala-bala.
xho_6975_3608344880|Ngenxa yokuba wayengakwazi ukufunda, uMnumzana Mvundla wayengenamdla weleta leyo.
xho_5378_9954679539|Inokuba lusizana lomhambi wacinga njalo uSizwe ebaleka ukuya emnyango.
xho_4291_8237303259|They look as though he had been drumming a piano all his life.
xho_1547_7556610427|Ixhegokazi lathi, Nceda, hagu, tsiba olu cingo.
xho_7590_9306276185|Points of view, new ideas, life.
xho_7590_1781791163|Close beside him gleamed the white fangs of the wolf-dog.
xho_4291_2550473698|six two two
xho_5680_3803745468|KwiLigi yooMpondo ziHlanjiwe, iBidvest Wits ibethe iBlack Aces ngamanqaku ayi-2 kwayi-4.
xho_1547_4969289797|Ingaba ibingumlawuli wePhondo laKwazulu-Natala?
xho_6975_8330203141|IArsenal yabethwa yiAston Villa ngamanqaku ayi-2 kwayi-12 xa kugqityezelwa umdlalo ngeepenalthi.
xho_4291_8262557628|The Oligarchy wanted violence, and it set its agents provocateurs to work.
xho_7590_0452891654|Low bush whipped him in the face and left no sting.
xho_4291_0511480441|three eight nine
xho_5378_7721807289|O, utshilo uMnumzana Mvundla, eqhusheka ihafu yomnqatha epokothweni.
xho_6975_3931554331|Unozithi weBafana Bafana uTokolo Rantie wathintela amanqaku ayi-9 kulo mdlalo.
xho_0050_0464646575|Ndiza kupha inqwelo yam wena uza kundipha iplanga lakho.
xho_4280_5796508823|Wabona uJeanne ephelelwa ngamandla okwethutyana.
xho_6975_0755907404|Umfama wathi uThukile makabiye iyadi yakhe.
xho_5680_6602877254|Amaqondo obushushu eHobhouse angaphantsi kweedigrizi eziyi-4.
xho_0050_8313121304|Unozinti weBafana Bafana uThulani Hlatshwayo wathintela amanqaku ayi-7 kulo mdlalo.
xho_7590_1445100543|This time he did not yap for mercy.
xho_0050_2104187729|Igama lam ndinguPauline.
xho_0050_6035488336|Ingaba uyenza ngale ndlela?
xho_9446_7028402172|USifiso Mbhele wafumana isilumkiso kusompempe.
xho_1547_0327648232|Enye yeegusha yenzakele kwaye udyakalashe ubaleke nelinye itakane.
xho_5680_4535503082|Itya intyantyambo ebomvu, wakhwaza uMpho.
xho_7590_8426564604|The last one I knew was an overseer.
xho_0050_5937810597|UTitshalakazi Akinyi usifundise le mibala: bomvu, bhlowu, luhlaza, tyheli, nomnyama.
xho_1547_4453978649|Eneneni ngendithe 'Pewu' ndaxelisa laa mhlalutyi.
xho_1547_2926754768|Umnumzana uGolozayo wampampatha, wafifithekisa wagushugushuza phambi kokuba ambombozele, Kulungile.
xho_0050_6493427603|EBraunschweig amaqondo obushushu azidigrizi Celsius ezingaphantsi kwe-2.
xho_7590_3137839558|He moved away as quietly as he had come.
xho_0050_5339698916|Imbovane yazama ukubambelela emcingeni owomileyo wengca owawudlula ngakuyo.
xho_7590_2628145635|It was not exactly a deportation.
xho_4291_8186442428|With them were Indians, also three other men.
xho_4291_5878719106|Bill lingered, contemplating his work with artistic appreciation.
xho_5378_5429682092|Kwikhilomitha eyi-1, thatha u-N12 ukuya eMalahleni
xho_5680_6607557416|Akazange abatshele ngephupho lakhe elenza ukuthi amoyizele enhliziyweni yakhe.
xho_7590_3268394602|four three four
xho_0120_9576211299|four two one
xho_1547_0722946788|Zingaphi iiprojekthi ezigqityiweyo?
xho_0050_9539085562|Zange ifune ukutsiba phezu komjelo.
xho_0120_5665771517|six three seven
xho_4291_3398920111|The butchers and meat cutters refused to handle meat destined for unfair restaurants.
xho_1547_4389848800|KwiLigi yeBhola yooMpondo ziHlanjiwe bamaNgesi, iManchester United yabethwa yiManchester City ngamanqaku ayi-7 kwayi-7.
xho_5378_7874209823|Hayi ngamaqhinga lawo, watsho uLulu.
xho_0050_8556074674|Lazithatha lambonga likhombisa inhlonipho.
xho_9446_1825816859|Umdlali okhuselayo uSiyabonga Nhlapo wakhabela iibhola ezili-9 ezipalini.
xho_7599_0899800769|Ah, it is growing dark and darker.
xho_7599_6010965205|A burst of laughter was his reward.
xho_6975_1735195931|Ingaba uza kutya?
xho_7599_2294237517|He went down in midstream, searching the shadows of both shores.
xho_5378_6163592336|Kwisiqingatha sokuqala somdlalo amanqaku ayi-5 kwayi-8.
xho_3616_1929689916|ninety-five sixty-five seventy
xho_5680_9857722890|Kodwa utata wasixelele ukuba singaqubhi emlanjeni, watsho uBontle.
xho_5680_1703360694|IUniversity of Pretoria neBidvest Wits zidlala kunye ngoMvulo eOlympia Park.
xho_5378_5908492523|INewcastle United neAjax Cape Town zidlale zombini kubusuku bangoMvulo eGriquas Park.
xho_5378_4783848619|Kwaye ngoku ndiyayiva intliziyo yam, ibetha!
xho_7590_2276183438|Tom Spink has a harpoon.
xho_4280_9340461712|KwiLigi yooMpondozihlanjiwe, iBidvest Wits yabethwa yiKaizer Chiefs ngamanqaku ayi-9 kwayi-2.
xho_0050_6215219783|Waza waqalisa ke uhambo lwakhe olugodukayo, ecothoza.
xho_6975_3771966700|Emva kokucinga oku ixesha elide yeza necebo.
xho_1547_1882114864|Sihibandini senkwenkwe enguThukile, watsho umama wakhe, ngewuyiphethe kakuhle ngezandla zakho.
xho_0050_7849591267|Emva koko uPumla noMzi baya kumthengi wegolide.
xho_0050_3367145844|UJoja wayengakuthandi kwaphela ukuba yingwe.
xho_5680_4838286359|Beva umgqumo omkhulu.
xho_7599_1804944682|I was Hump, cabin boy on the schooner Ghost.
xho_6975_9350911199|Kwa oko, uNomatse omncinane waqalisa ukukrukra amasebe.
xho_0050_5941380807|Kwindebe yehlabathi yeFIFA, iManchester United yabethwa yi Manchester City ngamanqaku ayi-4 kwayi-2.
xho_0120_0119465911|Soaked in seawater they offset the heat rays.
xho_0120_2219559717|six six seven
xho_0050_3789994301|Ngenye imini, ngexesha lendlala, umvundla wamema umhlobo wakhe ukuba bazodlala.
xho_0120_7549198944|Obviously, it was a disease that could be contracted by contact.
xho_5680_5154380831|IChelsea yabethwa yiSwansea City xa kugqityezelwa umdlalo ngeepenalthi ngamanqaku ayi-11 kwayi-8.
xho_6975_2016378969|Amaqondo ali-18 yaye ikakhulu kutyhilekile e-Lephalale
xho_0120_3489094671|It is the fire, partly, she said.
xho_4280_9369618051|Kwinkampu ekwifama endle konwatyelwa umculo iintsuku eziliqela.
xho_7590_2217498229|eight zero nine
xho_7590_0773437743|He was smooth-shaven, and his hair and eyes were black.
xho_5680_9804387029|IReal Madrid yabethwa yi Platinum Stars xa kugqityezelwa umdlalo ngeepanalthi ngamanqaku ayi-9 kwayi-8.
xho_0120_2449312995|Of course, that is uninteresting, she continued.
xho_5378_6051962053|Ekugqibeleni wafika emthini ongumchankcatho.
xho_9446_6231205955|Ngaphandle komdibaniso ophangaleleyo wamafa esizwe ahlukileyo eNtshona Kapa.
xho_4291_6322483292|five eight three
xho_7599_7147950123|They were following the shore of a lake.
xho_5378_4021579826|EChintsa amaqondo obushushu aziidigrizi eziyi-5.
xho_5378_7136701200|Endleleni, kwafuneka betsibe ucingwana elifutshane lwasenkampini.
xho_5680_8881637384|UAndrea Fileccia wafumana isilumkiso kusompempe.
xho_1547_1333930400|Bamshiya ke umama wakhe bengatshongo nokuba bayahamba.
xho_6975_4642079886|UHlosi lwabeka ingca eyomileyo ecaleni kwesingci soMqhagi.
xho_5378_2688924336|Umdlali wasesiswini uTshepang Machedi wakhabela iibhola eziyi-11 ezipalini.
xho_5378_0467282731|Imoto yayinyuka iqhina ngesantya esiphezulu.
xho_5680_7378558734|Ukufundela impiliso yomhlobo.
xho_1547_5369561295|Usompempe wanika ibhola ekhatyelwa isohlwayo uBoris Savić.
xho_6975_2608906188|Kanye ngelo xesha kwadlula unosilarha.
xho_5680_3178004101|Zombini ezi zilwanyana zaziselugqatsweni zahlala zingabahlobo.
xho_6975_7051310016|Wabhijela isikhafu eside entanyeni yakhe wahamba.
xho_4280_7292697792|EMzantsi Afrika i-Potjiekos sisityu esiphekwe ngaphandle.
xho_6975_6328501988|UKhethukuhle Zwane wafumana isilumkiso kusompempe.
xho_4291_0316707797|three two one
xho_5680_2283799700|Ithe isothuka iNgonyama wabe uvaleka umgibe.
xho_4280_6965289262|KwiLigi yeBhola yooMpondozihlanjiwe, iSuperSport United yabethwa liqela iJomo Cosmos ngamanqaku ayi-7 kwayi-2.
xho_5378_6878595973|EPort Shepstone amaqondo obushushu angaphantsi kweedigrizi eyi-1 kukho neendudumo kwiindawo ezithile.
xho_6975_9285757162|Phofu ungazihluphi, ndiza kukuncedisa ukulikhangela.
xho_0120_7727865569|He'll knock you off a few sticks in no time.
xho_4280_2496430893|UMacDougall wabetha ibunzi lakhe ngokukrokrisayo ngomnwe wakhe otyebileyo wokukhomba.
xho_7599_0440460709|This tacit promise of continued acquaintance gave Saxon a little joy-thrill.
xho_0050_9183196353|Inokuba lusizana lomhambi wacinga njalo uSizwe ebaleka ukuya emnyango.
xho_5680_0286083169|Kwiimitha eziyi-300, thatha u-N3 ukuya e-Durban.
xho_0120_1418561268|What part of the United States is your home.
xho_7590_6995936426|But there came no promise from the bow of the canoe.
xho_0050_8492306990|Ingaba elo bali lingam?
xho_5680_2131236621|Yiya eMntla-Ntshona kwisitalato i-Jan Smuts.
xho_3616_7102901735|In the car were Unwin and Harrison, while Jones sat with the chauffeur.
xho_0120_3325917581|Very early in my life, I separated from my mother.
xho_7590_0719037684|No, it is a palace, wherein there are many servants.
xho_1547_6293897248|INewcastle United yadlala ngokulinganayo neManchester United.
xho_1547_1799799344|Yintoni oza kuyenza ngomso?
xho_6975_6138675517|Amaqondo obushushu aziidigrizi ezi-38 ePomeroy.
xho_5378_5063872707|Owu, yayihleli ntofontofo kakhulu, ifudumele kamnandi ukuba ingakhathazana noSibu.
xho_3616_9786686280|There is another virtue in these bulkheads.
xho_6975_7562244182|Kodwa wathi xhungu, efuna ukwazi.
xho_4280_6521196379|Umboniso ufuna ukwazisa ngokhuseleko lwe-AIDS xeshikweni ukhuthaza unyamezelwano nokunciphisa isiphako.
xho_5378_6137241396|Ikepusi yam Yaxhaseka esebeni lomthi omdala wephayphali.
xho_9446_8103239593|Zonke itonamente zendebe yehlabathi ezingabanjelwanga eYurophu ngelo xesha zonke zaphumelelwa zizizwe zaseMzantsi Melika.
xho_5378_0852080236|Yakhomba kumzi otyheli enophahla olubhlowu.
xho_1547_0470434118|Nceda usukele le hagu.
xho_0120_4840691973|And the air was growing chilly.
xho_0050_1575901510|Wawuzingca, uzidla kakhulu ngamendu awo.
xho_0050_2144848678|Ungxamele phi na?
xho_5680_2310214367|Kwindebe yehlabathi yeFIFA, iWest Bromwich Albion ibethe iSunderland ngamanqaku ayi-4 ku-0.
xho_6975_9953137461|Izilwanyana zazisima zimjonge.
xho_4280_8252024233|Ngubani ohlala engaguqukanga kakhulu?
xho_0050_2735607257|Owu, watsho echulumancile.
xho_9446_6841800785|Kodwa yayingubani ofana nqwa noEileen?
xho_6975_2769659777|EFauresmith amaqondo aziidigrizi eziyi-2 kuze kubekho isichotho esimandla.
xho_4291_7680808948|But he no longer cared quite so much for that form of diversion.
xho_4291_1414041352|Mrs McFee's jaws brought together with a snap.
xho_3616_5535228989|ninety-two two twenty-nine
xho_0120_2378862358|And you always want to see it in the superlative degree.
xho_5680_5636394183|KwiLigi yeBhola yooMpondo ziHlanjiwe, iKaizer Chiefs ibethe iSuperSport United ngenqaku eli-1 kwayi-8.
xho_0050_4533453679|Beva umgqumo omkhulu.
xho_1547_5770852972|Kwiikhilomitha ezi-5, thatha u-R34 ukuya e-Harrismith.
xho_5378_4415893415|Nanko uMinti eleqwa ziintsholongwane.
xho_5378_3127887579|Gxebe mandithi, andikwazi kulinda.
xho_4291_1225506518|Therefore, hurrah for the game.
xho_7590_6322551226|Jeanne was turning the bow shoreward.
xho_4280_2247934137|Ukhenketho luquke imidlalo emine kuphela novavanyo olunye ngo-1992.
xho_1547_5207803132|Phezulu esibhakabhakeni, lathi lakukhohlela luthimla, lwataka ukhozo olo.
xho_7590_9899588592|Pierre obeys me when we are together.
xho_0050_8955147681|UMvundla zange uphinde uqhayise kwakhona - ingakumbi uqhayisele iNcanda.
xho_5378_1555852940|Iintothoviyane zathi: Masikhangeleni amagqabi.
xho_7599_1818280953|No-sir-ee.
xho_7599_9411711605|This is my fifth voyage.
xho_3616_5919632848|He was worth nothing to the world.
xho_1547_8694365660|Gxebe mandithi, andikwazi kulinda.
xho_5680_7345952992|Ngaloo mva kwemini uMtonyama waya ethafeni.
xho_4291_5798733185|trillion, billion, million, thousand, hundred
xho_5378_6113049997|UKhalai uyavuka athethe nomthi weeorenji.
xho_5378_5313082311|Iintuku zafuna ukuzigrumbela eyazo imingxuma.
xho_5680_2079370776|Usithengele iilokhwe nezihlangu ukuze sizinxibe xa sisiya kwimiboniso-bhanyabhanya.
xho_1547_2543567226|IBidvest Wits neAston Villa zidlale ngobusuku bangoMgqibelo eOuteniqua Park.
xho_5378_5546354216|Bekufuneka ubophelele intambo apha entanyeni yayo uze uyitsale ikulandele.
xho_6975_8028078307|Iya kubiza malini?
xho_6975_7579087184|Kwaye obo bushushu babungaveli elangeni.
xho_1547_6657868482|Kwaye ke kwakunyanzelekile sisigcine isithembiso eso.
xho_0050_3397808267|Inokuba lusizana lomhambi wacinga njalo uSizwe ebaleka ukuya emnyango.
xho_6975_2589994624|Ngexesha lesiqingatha sokuqala somdlalo amanqaku ayi-6 ku-0.
xho_7599_6636170656|They are greatly delighted with anything that is bright or giveth a sound.
xho_7590_0424728780|Without them he could not run his empire.
xho_0120_7308873463|Three oilers and a fourth engineer, was his greeting.
xho_0120_8867394992|fifty-eight zero twelve
xho_7599_1837457199|He saw only the effect in a general, sketchy way.
xho_9446_6608552618|Bebefumana ezi zipho ezivela kubongameli okanye abaqeshi babo, e-United Kingdom (eBrithani) nakwamanye amazwe.
xho_0120_9776727245|You must sleep, he urged.
xho_5680_3776982614|Kwakamsinya, bonke abanye abahlobo baqhagamshelane nabo.
xho_9446_3904655648|IPitoli sesinye sezixeko ezintathu eziziintloko-dolophu zelizwe.
xho_0050_7922335435|Umlawuli womyezo wabafota.
xho_0120_5610858714|five two two
xho_0120_8334078020|There was the Emma Louisa.
xho_5680_0577458351|UMvundla awuphozisanga maseko, waqalisa ukuqhayisa, Ndiyeyona mbaleki yakha yakho ehlabathini.
